job_title,company_name,company_location,company_size,industry_stats,job_qualifications,job_skills,job_skills_1,job_type,work_hours,company_email,job_desc
"Senior Product Manager, 2 Hour Learning (Remote) - $200,000/year USD",Crossover,"Jakarta, Jakarta, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js","Skills: Product Management, Product Road Mapping, +8 more","Communication, Content Creation, Cross-functional Team Leadership, Data Analysis, Problem Solving, Product Management, Product Road Mapping, Product Vision, User Experience (UX), and Workflow Automation",Remote,Full-time,crossover_hrd@gmail.com,"Crossover, a global leader in IT services and consulting, is looking for a highly experienced Senior Product Manager to lead their 2 Hour Learning initiative. This fully remote position offers a competitive salary of $200,000/year USD and the opportunity to work with cutting-edge technologies and cross-functional teams."
"Full Stack Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,Indonesia,"5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js","Skills: Front-End Development, Back-End Web Development, +8 more","Angular, Back-End Web Development, Django, Flask, Front-End Development, Full-Stack Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Remote,Full-time,crossover_hrd@gmail.com,"Crossover, a global provider of IT services and consulting, is seeking a talented Full Stack Engineer to join their 2 Hour Learning initiative. This fully remote role offers a competitive salary of $100,000/year USD and the opportunity to work with high-performing international teams.In this position, you will design and develop end-to-end web applications, combining both front-end and back-end development expertise. "
Data Partner Monetization Lead,PT. Indosat Tbk,"Jakarta, Indonesia","1,001-5,000 employees","Telecommunications  1,001-5,000 employees   10,138 on LinkedIn",Bachelor’s degree in relevant field,4 school alumni work here,"Ad Serving, Analytics, Communication, Data Management, Digital Marketing, Go-to-Market Strategy, Request for Information (RFI), Request for Proposal (RFP), Request for Quotation (RFQ), and Written Communication",On-site,Full-time,pt_indosat_tbk_hrd@gmail.com,"Data Partner Monetization Lead	PT. Indosat Tbk	https://www.linkedin.com/jobs/search/?currentJobId=3996412847&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125	Jakarta, Indonesia	1,001-5,000 employees	Telecommunications  1,001-5,000 employees   10,138 on LinkedIn	Bachelor’s degree in relevant field	4 school alumni work here	Ad Serving, Analytics, Communication, Data Management, Digital Marketing, Go-to-Market Strategy, Request for Information (RFI), Request for Proposal (RFP), Request for Quotation (RFQ), and Written Communication	On-site	Full-time	pt_indosat_tbk_hrd@gmail.com														"
Senior Data Analyst (Credit Risk),Funding Societies | Modalku Group,Jakarta Metropolitan Area,201-500 employees,Financial Services  201-500 employees   523 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Data Analytics, Analytics, +8 more","Analytics, Credit Risk Management, Dashboards, Data Analytics, Data Mining, Data Science, Data Visualization, Databases, Risk Management, and Visualization",Hybrid,Full-time,funding_societies_modalku_group_hrd@gmail.com,"Funding Societies | Modalku Group, a leading financial services platform in Southeast Asia, is seeking a Senior Data Analyst (Credit Risk) to strengthen their credit risk analytics and decision-making capabilities. In this role, you will be instrumental in evaluating credit performance, developing risk dashboards, and delivering insights that drive risk mitigation strategies."
Data Scientist,DKATALIS,"Jakarta, Jakarta, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   374 on LinkedIn,Bachelor’s degree in relevant field,1 school alum works here,"Artificial Intelligence (AI), Customer Analysis, Data Science, Knowledge Graphs, Natural Language Processing (NLP), NumPy, Pandas (Software), Problem Solving, Recommender Systems, and Scikit-Learn",Hybrid,Full-time,dkatalis_hrd@gmail.com,"DKATALIS, a leading IT services and consulting firm, is looking for a talented Data Scientist to join their team. In this role, you will work on advanced data-driven solutions, utilizing artificial intelligence (AI), natural language processing (NLP), and machine learning techniques to enhance customer analysis and drive business growth."
Manager – Coal Origination,Redstone Search Group,Jakarta Metropolitan Area,11-50 employees,Staffing and Recruiting  11-50 employees   31 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Coal, Relationship Building, +8 more","Business Development, Coal, Direct Sales, Financial Instruments, Marketing, Negotiation, Product Knowledge, Relationship Building, Sales Processes, and Strategic Sourcing",On-site,Full-time,redstone_search_group_hrd@gmail.com,"Redstone Search Group is looking for a skilled and motivated Manager – Coal Origination to join their team. The ideal candidate will be responsible for the origination and development of coal-related business opportunities. You will build relationships with key stakeholders, support sales efforts, and develop strategies to increase coal supply and demand, all while maintaining long-term partnerships."
AWS Certified Content reviewer,Centific,Indonesia,"5,001-10,000 employees","Software Development  5,001-10,000 employees   2,240 on LinkedIn",Amazon Web Services (AWS),Skills: Amazon Web Services (AWS),3+ years of work experience with Amazon Web Services (AWS),Remote,Full-time,centific_hrd@gmail.com,"Centific is looking for an experienced AWS Certified Content Reviewer to join their team. In this role, you will be responsible for reviewing and ensuring the quality of content related to Amazon Web Services (AWS). You will work remotely to review materials, verify technical accuracy, and ensure that content meets the highest standards."
Senior Data Scientist (Malaysia Relocation),Hyppies.com,Jakarta Metropolitan Area,11-50 employees,Staffing and Recruiting  11-50 employees   26 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Data Science, Data Mining, +8 more","Analytics, Data Analytics, Data Mining, Data Science, Data Visualization, Predictive Analytics, Python (Programming Language), SQL, Statistical Modeling, and Visualization",Hybrid,Full-time,hyppies_com_hrd@gmail.com,"Hyppies.com is seeking a Senior Data Scientist to join their team. This position offers the exciting opportunity for relocation to Malaysia. The successful candidate will leverage their expertise in data science, data mining, and predictive analytics to deliver insights and drive strategic decisions for the company. The role involves working with large datasets, developing predictive models, and visualizing complex data insights to support business goals."
Autonomous Vehicle Perception Engineer,Mitra Informatika,"Surabaya, East Java, Indonesia",51-200 employees,Software Development  51-200 employees   67 on LinkedIn,Bachelor’s degree in relevant field,10 school alumni work here,"Camera Calibration, Mechanical Engineering, OpenGL, and Systems Engineering",On-site,Full-time,mitra_informatika_hrd@gmail.com,"Mitra Informatika is looking for an Autonomous Vehicle Perception Engineer to join their team. This role focuses on developing and enhancing perception systems for autonomous vehicles. The ideal candidate will have experience with camera calibration, systems engineering, and the ability to work with complex sensor data to ensure the accuracy of autonomous systems."
Crypto Data Scientist / Machine Learning Engineer (Indonesia-Remote),Token Metrics,"Jakarta, Indonesia",11-50 employees,Internet Publishing  11-50 employees   37 on LinkedIn,Bachelor’s degree in relevant field,"Skills: Statistical Analysis, Data Science, +8 more","Artificial Intelligence (AI), Computer Science, Data Analytics, Data Mining, Data Modeling, Data Science, Machine Learning, Pattern Recognition, R (Programming Language), and Statistical Analysis",Remote,Full-time,token_metrics_hrd@gmail.com,"Token Metrics, a leading company in the cryptocurrency space, is seeking a Crypto Data Scientist / Machine Learning Engineer. In this role, you will utilize your expertise in machine learning and data science to develop algorithms that enhance the company's crypto analytics platform. Your work will involve statistical analysis, data modeling, and machine learning to extract actionable insights from large sets of crypto data."
Product Manager - Perpetual and Futures Contracts,Staffing Ninja,Indonesia,2-10 employees,Staffing and Recruiting  2-10 employees   26 on LinkedIn,"Cryptocurrency, Product Design, and Product Management","Skills: Product Design, Cryptocurrency, +1 more",Native or bilingual in Chinese,Remote,Full-time,staffing_ninja_hrd@gmail.com,"Staffing Ninja is hiring a Product Manager specializing in Perpetual and Futures Contracts. In this role, you will manage the development and launch of new cryptocurrency products focused on perpetual and futures contracts. Your responsibilities will include designing product features, defining roadmaps, and working closely with engineering teams to ensure timely delivery of product milestones. You will also monitor market trends, user feedback, and collaborate with cross-functional teams."
